Record ID,Offender Number,Record Date,Fiscal Year Revoked,Revocation Type,Status,Sex,Race & Ethnicity,Age,Offense Code,Offense Class,Offense Description,Offense Type,Offense Subtype
10898,19087601,05/08/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,32,124.401(1)(c)(3),C Felony,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking
10897,19087781,03/25/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,32,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10896,19290332,08/30/2018,2019,2. Revoked - Serious Misdemeanor New Conviction,Parole,Female,White,26,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10895,19104272,06/28/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,99G.36(1),D Felony,LOTTERY - FORGERY OR THEFT OF TICKET,Property,Forgery/Fraud
10894,3442598,08/27/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,Black,35,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10893,19202483,03/06/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10892,19467332,10/20/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,40,692A.104-B,D Felony,Sex Offender - Registration Violation 2nd or subsequent offense,Public Order,Other Public Order
10891,19149275,06/28/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,25,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking
10890,3297461,10/31/2022,2023,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,56,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10889,3480701,01/30/2023,2023,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,39,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10888,20045597,04/03/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10887,19978052,02/23/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,24,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking
10886,19958282,03/12/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,26,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent
10885,19838543,06/16/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,27,708.2(4),D Felony,ASSAULT - SERIOUS INJURY,Violent,Assault
10884,20418605,10/23/2014,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,21,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10883,3095522,12/03/2024,,4. Revoked - New Arrest ICON,Parole,Male,White,58,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10882,18639020,09/27/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10881,18038450,09/24/2020,2021,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,23,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10880,3097472,05/12/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,45,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10879,18509678,07/31/2024,,2. Revoked - Serious Misdemeanor New Conviction,Special Sentence,Male,Black,33,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10878,19723727,08/20/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10877,20132363,04/11/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault
10876,3084482,04/20/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,46,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
10875,20517239,05/07/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,23,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10874,18828677,03/31/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,American Indian or Alaska Native,26,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
10873,3450056,09/18/2019,2020,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,40,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10872,18341597,07/05/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,34,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons
10871,20708756,02/29/2016,2016,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,32,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
10870,18267713,06/27/2022,2022,4. Revoked - New Arrest ICON,Special Sentence,Male,Hispanic,32,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10869,18068288,09/18/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,47,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10868,3405269,09/30/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,38,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10867,20773709,03/14/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,47,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10866,19801322,06/27/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,27,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10865,20453243,11/17/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,33,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10864,19528748,08/16/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,32,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10863,18248639,12/10/2019,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,43,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10862,3152870,07/08/2014,2015,4. Revoked - New Arrest ICON,Parole,Male,White,43,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10861,19805105,06/27/2016,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,26,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent
10860,19194281,04/21/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,39,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10859,18276179,10/10/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,26,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery
10858,18122012,04/30/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,39,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10857,3183854,06/14/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,Black,43,714.2(3),Aggravated Misdemeanor,THEFT 3RD DEGREE,Property,Theft
10856,18873023,06/14/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,30,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10855,20068619,03/04/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,321.279(3),D Felony,ELUDING,Public Order,Traffic
10854,20839772,09/26/2024,,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,21,708.6(2),D Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault
10853,18036083,10/23/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10852,18639206,08/27/2020,2021,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,30,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
10851,18561746,10/03/2018,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,27,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10850,3053858,09/22/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,American Indian or Alaska Native,44,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10849,18481898,11/20/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,32,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10848,18804272,11/12/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,30,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10847,19306559,01/31/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,22,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10846,3400235,04/11/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,42,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10845,18470060,04/16/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
10844,19873550,11/17/2017,2018,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,25,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10843,3012419,02/13/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,50,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10842,19939655,08/21/2024,,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,26,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
10841,18856898,11/14/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,26,124.401(1)(b)(2)(b),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine more than 100 gm and less than 500 gms.",Drug,Trafficking
10840,3076001,03/12/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,51,692A.108-B,D Felony,Sex Offender-Verification Viol-2nd or Subsequent,Public Order,Other Public Order
10839,18260084,09/02/2016,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,28,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10838,18103013,11/13/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,26,124.401(1)(d),D Felony,"Proh. Acts. - Mfg., Del., Consp., or Poss.",Drug,Trafficking
10837,19102727,10/09/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,33,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10836,3352391,12/10/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10835,3373628,02/10/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,40,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10834,3299216,11/04/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,39,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10833,19277675,06/27/2024,2024,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,54,716.5,Aggravated Misdemeanor,CRIMINAL MISCHIEF 3RD DEGREE,Property,Vandalism
10832,3193304,04/19/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,56,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
10831,18392252,12/06/2022,2023,4. Revoked - New Arrest ICON,Parole,Male,Black,32,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10830,19081385,07/16/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
10829,18707918,12/09/2021,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,30,"724.16A,1",D Felony,TRAFFICKING IN STOLEN WEAPONS,Public Order,Weapons
10828,18712163,09/05/2024,,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,45,124.401(1)(c)(2)(d),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Other Cont Subst LT 500 gm",Drug,Trafficking
10827,2418452,05/21/2024,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,54,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10826,20360237,02/22/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10825,3319124,12/12/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,44,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
10824,18832547,09/26/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,25,124.401(1)(c)(3),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 5gm",Drug,Trafficking
10823,19439942,10/12/2022,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Hispanic,39,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
10822,3439475,02/10/2020,2020,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,41,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault
10821,3275750,03/09/2020,2020,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Hispanic,39,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
10820,18975377,02/24/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,31,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10819,18866921,08/01/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10818,3119018,08/20/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,52,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking
10817,18295712,07/13/2015,2016,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,25,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent
10816,18307157,02/14/2024,2024,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,28,124.401(1)(b)(3),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine GT 5gm but LT 50 gm",Drug,Trafficking
10815,3115301,09/01/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,41,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10814,20013248,02/06/2019,2019,4. Revoked - New Arrest ICON,Parole,Male,White,29,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10813,20429033,11/04/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10812,19422449,02/28/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10811,19144553,08/30/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,47,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
10810,19330166,10/13/2015,2016,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,32,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10809,3489125,08/09/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,37,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
10808,20980685,03/30/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,26,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
10807,20212733,01/05/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,706A.2(2),B Felony,Ongoing Criminal Conduct - Criminal Network,Other,Other Criminal
10806,20497640,08/06/2020,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,31,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10805,3457076,05/30/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,44,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10804,19077431,02/15/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10803,20162405,05/06/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,34,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
10802,3277214,06/04/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,46,321J.2(B),Aggravated Misdemeanor,OPER VEH WH INT (OWI) / AGR MISD / 2ND OFF -,Public Order,OWI
10801,20989976,10/11/2016,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,28,124.401(1)(b)(2)(b),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine more than 100 gm and less than 500 gms.",Drug,Trafficking
10800,19457312,12/13/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,"902.8,A",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PERSON),Other,Other Criminal
10799,20807162,02/07/2023,2023,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,White,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
10798,20581646,11/12/2024,,3. Revoked - New Arrest Pending or Found Not Guilty,Parole,Male,Black,30,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary
10797,20521670,05/14/2019,2019,4. Revoked - New Arrest ICON,Parole,Male,White,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
